draw_id,date,num1,num2,num3,num4,num5,num6,num7,sum_val,odd_count,even_count,sum_moving_avg_5
637,2025/8/1,1,4,7,8,9,20,21,70,4,3,133.4
638,2025/8/8,1,6,18,19,35,36,37,152,4,3,139.4
639,2025/8/15,5,9,12,15,30,31,34,136,4,3,133.4
640,2025/8/22,2,7,9,12,13,14,29,86,4,3,117.4
641,2025/8/29,1,3,7,23,24,33,36,127,5,2,114.2
642,2025/9/5,1,7,22,23,33,34,35,155,5,2,131.2
643,2025/9/12,1,5,15,16,18,27,34,116,4,3,124.0
644,2025/9/19,1,11,12,14,20,26,29,113,3,4,119.4
645,2025/9/26,7,10,16,20,26,32,35,146,2,5,131.4
646,2025/10/3,5,12,13,15,18,35,37,135,5,2,133.0
647,2025/10/10,4,5,9,13,17,22,28,98,4,3,121.6
648,2025/10/17,3,17,19,24,28,29,35,155,5,2,129.4
649,2025/10/24,12,22,23,26,33,35,37,188,4,3,144.4
650,2025/10/31,1,8,10,14,25,33,35,126,4,3,140.4
651,2025/11/7,2,13,19,20,24,26,35,139,3,4,141.2
652,2025/11/14,1,16,21,26,27,30,35,156,4,3,152.8
653,2025/11/21,6,7,12,25,26,30,33,139,3,4,149.6
654,2025/11/28,3,12,25,29,30,32,33,164,4,3,144.8
655,2025/12/5,4,5,12,13,24,26,33,117,3,4,143.0
656,2025/12/12,1,4,6,20,30,34,37,132,2,5,141.6
657,2025/12/19,9,11,16,23,27,29,32,147,5,2,139.8
658,2025/12/26,10,12,16,18,19,22,37,134,2,5,138.8
659,2026/1/9,2,8,9,14,27,34,36,130,2,5,132.0
660,2026/1/16,4,6,12,13,16,17,31,99,3,4,128.4
661,2026/1/23,7,12,17,22,31,34,35,158,4,3,133.6
662,2026/1/30,4,14,15,21,22,24,37,137,3,4,131.6
663,2026/2/6,4,6,10,11,13,17,23,84,4,3,121.6
664,2026/2/13,3,6,8,14,21,22,31,105,3,4,116.6
665,2026/2/20,6,8,14,19,22,25,35,129,3,4,122.6
666,2026/2/27,2,17,18,22,23,25,33,140,4,3,119.0
