generated_at,loto_types,preset,seeds,run_count_total,recommended_next_action,recommended_challenger,keep_production_as_is,whether_to_try_pma_or_isab_next,best_variant_by_logloss,consistent_promote_variants,blockers_count,next_experiment_count
2026-03-21T05:42:39.231470+00:00,loto6,archcomp,42|123|456,1,run_more_seeds,multihot,true,false,multihot,,2,2
